trajectory_id,distance_time_ratio,avg_speed,route_deviation_percent,total_idle_minutes,fare_distance_ratio,itinerary_deviation_km,transport_mode_mismatch,schedule_delay_minutes,label,scenario
SCTD-0251,0.074141,4.557875,0.818019,3.007,0.0,0.020002,1,9.285,1,transport_mode_mismatch
SCTD-0252,0.072363,4.418615,1.78166,2.401,0.0,0.175688,1,14.846,1,transport_mode_mismatch
SCTD-0253,0.201373,13.602908,7.495895,1.191,14.32212,0.157084,1,5.998,1,transport_mode_mismatch
SCTD-0254,0.24906,15.042601,1.77158,0.207,4.295414,0.134294,1,5.297,1,transport_mode_mismatch
SCTD-0255,0.31218,29.342231,5.738772,3.794,16.234708,0.134764,1,3.475,1,transport_mode_mismatch
SCTD-0256,0.066689,4.049182,1.776434,1.057,0.0,0.029925,1,15.133,1,transport_mode_mismatch
SCTD-0257,0.367184,25.599317,1.845875,2.906,17.491723,0.082744,1,4.019,1,transport_mode_mismatch
SCTD-0258,0.351038,22.715072,2.599437,1.443,3.701634,0.158953,1,-3.078,1,transport_mode_mismatch
SCTD-0259,0.068697,4.139735,2.070968,0.486,0.0,0.154171,1,16.35,1,transport_mode_mismatch
SCTD-0260,0.075481,4.575692,1.454561,1.186,0.0,0.017335,1,6.746,1,transport_mode_mismatch
SCTD-0261,0.44851,26.958881,1.250708,0.044,16.203339,0.035791,1,0.15,1,transport_mode_mismatch
SCTD-0262,0.073093,4.624509,4.060069,3.084,0.0,0.136635,1,6.065,1,transport_mode_mismatch
SCTD-0263,0.382101,24.266716,1.480748,1.149,15.373203,0.076224,1,3.117,1,transport_mode_mismatch
SCTD-0264,0.380852,23.398069,2.38926,0.525,14.477683,0.17381,1,3.816,1,transport_mode_mismatch
SCTD-0265,0.298443,18.347011,1.302513,0.718,15.001421,0.02022,1,10.117,1,transport_mode_mismatch
SCTD-0266,0.077652,4.813964,1.092936,3.087,0.0,0.010392,1,2.922,1,transport_mode_mismatch
SCTD-0267,0.202023,13.584761,1.754981,3.529,4.064507,0.022138,1,10.767,1,transport_mode_mismatch
SCTD-0268,0.073963,4.543645,2.036881,2.842,0.0,0.178143,1,10.109,1,transport_mode_mismatch
SCTD-0269,0.34578,22.374789,0.652649,2.275,16.082878,0.064072,1,7.381,1,transport_mode_mismatch
SCTD-0270,0.25955,15.931576,1.889035,0.794,3.716846,0.172621,1,4.815,1,transport_mode_mismatch
SCTD-0271,0.034699,2.0929,1.940802,0.955,0.0,0.038621,0,103.836,1,significant_schedule_delay
SCTD-0272,0.054763,3.306361,2.054242,1.038,4.132409,0.165667,0,136.983,1,significant_schedule_delay
SCTD-0273,0.049478,3.051312,2.246966,3.855,16.744498,0.113154,0,126.922,1,significant_schedule_delay
SCTD-0274,0.033785,2.046364,1.850217,2.251,0.0,0.079751,0,138.763,1,significant_schedule_delay
SCTD-0275,0.051736,3.182184,2.950013,2.382,3.81409,0.14477,0,80.791,1,significant_schedule_delay
SCTD-0276,0.066541,4.04561,1.273502,2.056,4.318241,0.041863,0,121.884,1,significant_schedule_delay
SCTD-0277,0.058814,3.580376,1.598826,2.131,17.256186,0.133481,0,128.971,1,significant_schedule_delay
SCTD-0278,0.044553,2.704082,1.415372,2.687,0.0,0.127582,0,105.588,1,significant_schedule_delay
SCTD-0279,0.045257,2.73758,1.121472,1.641,0.0,0.102122,0,89.019,1,significant_schedule_delay
SCTD-0280,0.073909,4.495466,0.597434,2.319,3.985046,0.022655,0,129.029,1,significant_schedule_delay
SCTD-0281,0.058996,3.612788,1.531759,3.648,4.272925,0.155028,0,145.268,1,significant_schedule_delay
SCTD-0282,0.039218,2.403303,2.012647,3.395,0.0,0.072571,0,83.615,1,significant_schedule_delay
SCTD-0283,0.045278,2.765671,1.579026,3.645,0.0,0.123983,0,90.29,1,significant_schedule_delay
SCTD-0284,0.07075,4.265362,2.451283,0.448,16.364838,0.108287,0,79.341,1,significant_schedule_delay
SCTD-0285,0.049462,2.990932,1.33492,1.183,14.547462,0.038671,0,135.66,1,significant_schedule_delay
SCTD-0286,0.037266,2.24839,0.559784,1.758,0.0,0.015417,0,169.637,1,significant_schedule_delay
SCTD-0287,0.064969,3.912482,0.808672,0.574,17.426811,0.038454,0,134.311,1,significant_schedule_delay
SCTD-0288,0.06234,3.831877,1.379768,3.772,3.714544,0.05545,0,125.286,1,significant_schedule_delay
SCTD-0289,0.046209,2.803535,0.679331,2.165,0.0,0.03388,0,82.781,1,significant_schedule_delay
SCTD-0290,0.064829,3.936849,1.017994,1.888,16.064008,0.035951,0,135.071,1,significant_schedule_delay
