trajectory_id,event_index,event_type,timestamp_minutes,latitude,longitude,planned_latitude,planned_longitude,actual_mode,planned_mode,segment_distance_km,idle_minutes,fare_amount,scheduled_arrival_minutes
SCTD-0047,0,location,540.0,12.9125125,77.6225619,12.9125125,77.6225619,walk,walk,0.0,0,0,677.827
SCTD-0047,1,location,574.241,12.935798,77.6318746,12.935798,77.6312893,walk,walk,2.778991,0,0,677.827
SCTD-0047,2,location,612.163,12.9590835,77.6409623,12.9590835,77.6400167,walk,walk,2.770197,3.681,0,677.827
SCTD-0047,3,location,646.404,12.982369,77.6497318,12.982369,77.6487441,walk,walk,2.758096,0,0,677.827
SCTD-0047,4,location,680.644,13.0056545,77.6582763,13.0056545,77.6574715,walk,walk,2.749759,0,0.0,677.827
SCTD-0048,0,location,540.0,12.9343871,77.5940843,12.9343871,77.5940843,taxi,taxi,0.0,0,0,551.171
SCTD-0048,1,location,543.657,12.939295,77.6052919,12.939295,77.604531,taxi,taxi,1.331571,0,0,551.171
SCTD-0048,2,location,550.874,12.944203,77.6161762,12.944203,77.6149777,taxi,taxi,1.299676,3.559,0,551.171
SCTD-0048,3,location,554.531,12.9491109,77.6266034,12.9491109,77.6254244,taxi,taxi,1.254865,0,0,551.171
SCTD-0048,4,location,558.188,12.9540189,77.6367074,12.9540189,77.6358711,taxi,taxi,1.223393,0,86.61,551.171
SCTD-0049,0,location,540.0,12.9189686,77.6147197,12.9189686,77.6147197,walk,walk,0.0,0,0,671.357
SCTD-0049,1,location,572.196,12.9395594,77.6269896,12.9395594,77.6266082,walk,walk,2.64773,0,0,671.357
SCTD-0049,2,location,608.13,12.9601501,77.6390667,12.9601501,77.6384967,walk,walk,2.637252,3.738,0,671.357
SCTD-0049,3,location,640.325,12.9807408,77.6508714,12.9807408,77.6503851,walk,walk,2.622669,0,0,671.357
SCTD-0049,4,location,672.521,13.0013316,77.6624833,13.0013316,77.6622736,walk,walk,2.612495,0,0.0,671.357
SCTD-0050,0,location,540.0,12.9449047,77.5837155,12.9449047,77.5837155,taxi,taxi,0.0,0,0,553.769
SCTD-0050,1,location,544.465,12.9524615,77.5963023,12.9524615,77.5957245,taxi,taxi,1.602054,0,0,553.769
SCTD-0050,2,location,549.97,12.9600183,77.6086213,12.9600183,77.6077336,taxi,taxi,1.577381,1.04,0,553.769
SCTD-0050,3,location,554.435,12.9675751,77.6205615,12.9675751,77.6197426,taxi,taxi,1.54276,0,0,553.769
SCTD-0050,4,location,558.9,12.9751319,77.6322337,12.9751319,77.6317516,taxi,taxi,1.518464,0,107.84,553.769
SCTD-0051,0,location,540.0,12.9138463,77.5921765,12.9138463,77.5921765,walk,walk,0.0,0,0,654.035
SCTD-0051,1,location,571.976,12.9266023,77.6091825,12.9266023,77.6086567,walk,walk,2.325707,0,0,654.035
SCTD-0051,2,location,604.808,12.9393583,77.6259937,12.9393583,77.6251369,walk,walk,2.308939,0.855,0,654.035
SCTD-0051,3,location,636.784,12.9521143,77.6425293,12.9521143,77.6416172,walk,walk,2.285378,0,0,654.035
SCTD-0051,4,location,668.76,12.9648703,77.6588701,12.9648703,77.6580974,walk,walk,2.268788,0,0.0,654.035
SCTD-0052,0,location,540.0,12.9446896,77.5965427,12.9446896,77.5965427,taxi,taxi,0.0,0,0,552.57
SCTD-0052,1,location,545.087,12.9512412,77.6081917,12.9512412,77.6077278,taxi,taxi,1.457503,0,0,552.57
SCTD-0052,2,location,553.604,12.9577928,77.6197555,12.9577928,77.6189128,taxi,taxi,1.449483,3.43,0,552.57
SCTD-0052,3,location,558.691,12.9643445,77.6311987,12.9643445,77.6300978,taxi,taxi,1.438178,0,0,552.57
SCTD-0052,4,location,563.778,12.9708961,77.6425567,12.9708961,77.6412828,taxi,taxi,1.430195,0,95.76,552.57
SCTD-0053,0,location,540.0,12.931524,77.627267,12.931524,77.627267,taxi,taxi,0.0,0,0,552.021
SCTD-0053,1,location,544.421,12.9436687,77.6288526,12.9436687,77.6279437,taxi,taxi,1.361318,0,0,552.021
SCTD-0053,2,location,550.471,12.9558134,77.6300331,12.9558134,77.6286204,taxi,taxi,1.356475,1.628,0,552.021
SCTD-0053,3,location,554.893,12.9679581,77.6306407,12.9679581,77.6292971,taxi,taxi,1.352033,0,0,552.021
SCTD-0053,4,location,559.314,12.9801027,77.630843,12.9801027,77.6299738,taxi,taxi,1.350607,0,86.05,552.021
SCTD-0054,0,location,540.0,12.9433102,77.5948786,12.9433102,77.5948786,taxi,taxi,0.0,0,0,559.841
SCTD-0054,1,location,546.325,12.9597337,77.6076737,12.9597337,77.6067238,taxi,taxi,2.292942,0,0,559.841
SCTD-0054,2,location,554.669,12.9761572,77.6200515,12.9761572,77.618569,taxi,taxi,2.265836,2.019,0,559.841
SCTD-0054,3,location,560.993,12.9925807,77.6318392,12.9925807,77.6304142,taxi,taxi,2.228529,0,0,559.841
SCTD-0054,4,location,567.318,13.0090042,77.6432095,13.0090042,77.6422593,taxi,taxi,2.202875,0,151.64,559.841
SCTD-0055,0,location,540.0,12.9510654,77.6190276,12.9510654,77.6190276,bus,bus,0.0,0,0,550.212
SCTD-0055,1,location,542.942,12.9575828,77.6222141,12.9575828,77.621315,bus,bus,0.802773,0,0,550.212
SCTD-0055,2,location,548.87,12.9641003,77.6250469,12.9641003,77.6236024,bus,bus,0.787038,2.985,0,550.212
SCTD-0055,3,location,551.813,12.9706178,77.6273791,12.9706178,77.6258897,bus,bus,0.76751,0,0,550.212
SCTD-0055,4,location,554.755,12.9771352,77.6293574,12.9771352,77.6281771,bus,bus,0.755749,0,13.02,550.212
SCTD-0056,0,location,540.0,12.9434396,77.6108299,12.9434396,77.6108299,bus,bus,0.0,0,0,569.588
SCTD-0056,1,location,548.43,12.9593462,77.6238609,12.9593462,77.6231979,bus,bus,2.263299,0,0,569.588
SCTD-0056,2,location,559.4,12.9752528,77.6366094,12.9752528,77.635566,bus,bus,2.24427,2.54,0,569.588
SCTD-0056,3,location,567.829,12.9911594,77.6489582,12.9911594,77.647934,bus,bus,2.217824,0,0,569.588
SCTD-0056,4,location,576.259,13.007066,77.6610244,13.007066,77.6603021,bus,bus,2.199433,0,32.35,569.588
SCTD-0057,0,location,540.0,12.9095998,77.6049797,12.9095998,77.6049797,taxi,taxi,0.0,0,0,554.982
SCTD-0057,1,location,544.884,12.9244677,77.6086148,12.9244677,77.6080057,taxi,taxi,1.69954,0,0,554.982
SCTD-0057,2,location,551.68,12.9393357,77.612136,12.9393357,77.6110317,taxi,taxi,1.696718,1.911,0,554.982
SCTD-0057,3,location,556.564,12.9542037,77.6154963,12.9542037,77.6140577,taxi,taxi,1.692873,0,0,554.982
SCTD-0057,4,location,561.448,12.9690716,77.6187426,12.9690716,77.6170836,taxi,taxi,1.690257,0,115.53,554.982
SCTD-0058,0,location,540.0,12.9481493,77.628207,12.9481493,77.628207,taxi,taxi,0.0,0,0,553.23
SCTD-0058,1,location,543.666,12.957071,77.6390656,12.957071,77.6384464,taxi,taxi,1.53909,0,0,553.23
SCTD-0058,2,location,549.143,12.9659928,77.6495925,12.9659928,77.6486859,taxi,taxi,1.51175,1.812,0,553.23
SCTD-0058,3,location,552.809,12.9749145,77.6596501,12.9749145,77.6589253,taxi,taxi,1.47373,0,0,553.23
SCTD-0058,4,location,556.475,12.9838362,77.6693759,12.9838362,77.6691647,taxi,taxi,1.447314,0,106.11,553.23
SCTD-0059,0,location,540.0,12.9140229,77.628118,12.9140229,77.628118,walk,walk,0.0,0,0,669.97
SCTD-0059,1,location,570.531,12.9373274,77.6304516,12.9373274,77.6300038,walk,walk,2.603662,0,0,669.97
SCTD-0059,2,location,601.069,12.960632,77.6326613,12.960632,77.6318895,walk,walk,2.602391,0.007,0,669.97
SCTD-0059,3,location,631.6,12.9839365,77.6346957,12.9839365,77.6337753,walk,walk,2.60071,0,0,669.97
SCTD-0059,4,location,662.131,13.0072411,77.6366063,13.0072411,77.6356611,walk,walk,2.599605,0,0.0,669.97
SCTD-0060,0,location,540.0,12.9441672,77.5891665,12.9441672,77.5891665,bus,bus,0.0,0,0,557.592
SCTD-0060,1,location,544.625,12.9461924,77.6020538,12.9461924,77.6011627,bus,bus,1.41463,0,0,557.592
SCTD-0060,2,location,551.493,12.9482176,77.614643,12.9482176,77.6131589,bus,bus,1.382724,2.244,0,557.592
SCTD-0060,3,location,556.118,12.9502428,77.6268104,12.9502428,77.6251552,bus,bus,1.33764,0,0,557.592
SCTD-0060,4,location,560.743,12.9522681,77.6386795,12.9522681,77.6371514,bus,bus,1.305785,0,20.53,557.592
SCTD-0061,0,location,540.0,12.9145786,77.6121942,12.9145786,77.6121942,walk,walk,0.0,0,0,670.34
SCTD-0061,1,location,574.265,12.9358035,77.6228051,12.9358035,77.6224094,walk,walk,2.625361,0,0,670.34
SCTD-0061,2,location,609.518,12.9570283,77.6332072,12.9570283,77.6326246,walk,walk,2.615487,0.989,0,670.34
SCTD-0061,3,location,643.783,12.9782531,77.6433139,12.9782531,77.6428397,walk,walk,2.601812,0,0,670.34
SCTD-0061,4,location,678.048,12.999478,77.6532117,12.999478,77.6530549,walk,walk,2.592327,0,0.0,670.34
SCTD-0062,0,location,540.0,12.9201844,77.612241,12.9201844,77.612241,taxi,taxi,0.0,0,0,558.538
SCTD-0062,1,location,544.963,12.9327869,77.6271254,12.9327869,77.6264931,taxi,taxi,2.136802,0,0,558.538
SCTD-0062,2,location,552.748,12.9453894,77.6417785,12.9453894,77.6407453,taxi,taxi,2.117881,2.822,0,558.538
SCTD-0062,3,location,557.71,12.9579919,77.6561044,12.9579919,77.6549974,taxi,taxi,2.091369,0,0,558.538
SCTD-0062,4,location,562.673,12.9705944,77.6701989,12.9705944,77.6692496,taxi,taxi,2.072768,0,124.45,558.538
SCTD-0063,0,location,540.0,12.9072507,77.6301473,12.9072507,77.6301473,taxi,taxi,0.0,0,0,563.46
SCTD-0063,1,location,546.314,12.9289429,77.6404768,12.9289429,77.6400323,taxi,taxi,2.65921,0,0,563.46
SCTD-0063,2,location,556.322,12.9506351,77.6505741,12.9506351,77.6499172,taxi,taxi,2.648673,3.695,0,563.46
SCTD-0063,3,location,562.636,12.9723274,77.6603428,12.9723274,77.6598022,taxi,taxi,2.634127,0,0,563.46
SCTD-0063,4,location,568.95,12.9940196,77.6698792,12.9940196,77.6696872,taxi,taxi,2.624074,0,184.98,563.46
SCTD-0064,0,location,540.0,12.9395644,77.6340925,12.9395644,77.6340925,taxi,taxi,0.0,0,0,555.138
SCTD-0064,1,location,544.91,12.9548487,77.6358308,12.9548487,77.635104,taxi,taxi,1.70995,0,0,555.138
SCTD-0064,2,location,550.183,12.970133,77.6373687,12.970133,77.6361154,taxi,taxi,1.707692,0.364,0,555.138
SCTD-0064,3,location,555.093,12.9854174,77.6386231,12.9854174,77.6371269,taxi,taxi,1.704968,0,0,555.138
SCTD-0064,4,location,560.002,13.0007017,77.6396769,13.0007017,77.6381384,taxi,taxi,1.703373,0,118.23,555.138
SCTD-0065,0,location,540.0,12.9539283,77.6107557,12.9539283,77.6107557,bus,bus,0.0,0,0,563.791
SCTD-0065,1,location,545.93,12.9591837,77.626715,12.9591837,77.6263143,bus,bus,1.82548,0,0,563.791
SCTD-0065,2,location,552.732,12.9644391,77.6425151,12.9644391,77.6418728,bus,bus,1.809108,0.871,0,563.791
SCTD-0065,3,location,558.662,12.9696945,77.65809,12.9696945,77.6574314,bus,bus,1.785996,0,0,563.791
SCTD-0065,4,location,564.592,12.9749499,77.6735056,12.9749499,77.67299,bus,bus,1.769665,0,25.88,563.791
SCTD-0066,0,location,540.0,12.9193497,77.6265056,12.9193497,77.6265056,taxi,taxi,0.0,0,0,561.906
SCTD-0066,1,location,546.483,12.9408379,77.6327971,12.9408379,77.6320752,taxi,taxi,2.484776,0,0,561.906
SCTD-0066,2,location,555.176,12.9623262,77.6388469,12.9623262,77.6376448,taxi,taxi,2.477698,2.209,0,561.906
SCTD-0066,3,location,561.66,12.9838145,77.6445545,12.9838145,77.6432144,taxi,taxi,2.468135,0,0,561.906
SCTD-0066,4,location,568.143,13.0053028,77.6500203,13.0053028,77.6487841,taxi,taxi,2.461685,0,153.45,561.906
SCTD-0067,0,location,540.0,12.941423,77.5965831,12.941423,77.5965831,walk,walk,0.0,0,0,626.356
SCTD-0067,1,location,560.883,12.9525646,77.6085356,12.9525646,77.6076882,walk,walk,1.79237,0,0,626.356
SCTD-0067,2,location,583.31,12.9637062,77.620035,12.9637062,77.6187933,walk,walk,1.757169,1.544,0,626.356
SCTD-0067,3,location,604.194,12.9748478,77.6308934,12.9748478,77.6298983,walk,walk,1.708579,0,0,626.356
SCTD-0067,4,location,625.077,12.9859894,77.6412985,12.9859894,77.6410034,walk,walk,1.675098,0,0.0,626.356
SCTD-0068,0,location,540.0,12.9275745,77.6026464,12.9275745,77.6026464,taxi,taxi,0.0,0,0,550.721
SCTD-0068,1,location,544.121,12.9357693,77.6104381,12.9357693,77.6099382,taxi,taxi,1.242323,0,0,550.721
SCTD-0068,2,location,549.582,12.9439641,77.617996,12.9439641,77.61723,taxi,taxi,1.225226,1.339,0,550.721
SCTD-0068,3,location,553.703,12.9521589,77.6252232,12.9521589,77.6245218,taxi,taxi,1.201552,0,0,550.721
SCTD-0068,4,location,557.824,12.9603537,77.6322166,12.9603537,77.6318136,taxi,taxi,1.185176,0,77.45,550.721
SCTD-0069,0,location,540.0,12.9575813,77.575831,12.9575813,77.575831,taxi,taxi,0.0,0,0,557.924
SCTD-0069,1,location,546.313,12.9576803,77.5952664,12.9576803,77.5944394,taxi,taxi,2.106124,0,0,557.924
SCTD-0069,2,location,555.07,12.9577793,77.6143428,12.9577793,77.6130478,taxi,taxi,2.067215,2.444,0,557.924
SCTD-0069,3,location,561.383,12.9578783,77.6329114,12.9578783,77.6316562,taxi,taxi,2.012191,0,0,557.924
SCTD-0069,4,location,567.696,12.9579773,77.651121,12.9579773,77.6502647,taxi,taxi,1.973283,0,123.57,557.924
SCTD-0070,0,location,540.0,12.9420715,77.6316344,12.9420715,77.6316344,walk,walk,0.0,0,0,589.706
SCTD-0070,1,location,552.651,12.94427,77.6414248,12.94427,77.6405262,walk,walk,1.08878,0,0,589.706
SCTD-0070,2,location,566.782,12.9464685,77.6508856,12.9464685,77.649418,walk,walk,1.053994,1.48,0,589.706
SCTD-0070,3,location,579.433,12.948667,77.6598801,12.948667,77.6583097,walk,walk,1.004914,0,0,589.706
SCTD-0070,4,location,592.084,12.9508656,77.6685451,12.9508656,77.6672015,walk,walk,0.970297,0,0.0,589.706
SCTD-0071,0,location,540.0,12.9542813,77.6323731,12.9542813,77.6323731,walk,walk,0.0,0,0,598.969
SCTD-0071,1,location,556.244,12.9623208,77.6403985,12.9623208,77.6394726,walk,walk,1.247181,0,0,598.969
SCTD-0071,2,location,573.138,12.9703604,77.6480481,12.9703604,77.646572,walk,walk,1.219125,0.651,0,598.969
SCTD-0071,3,location,589.381,12.9784,77.6551663,12.9784,77.6536714,walk,walk,1.180715,0,0,598.969
SCTD-0071,4,location,605.625,12.9864396,77.6619088,12.9864396,77.6607708,walk,walk,1.154513,0,0.0,598.969
SCTD-0072,0,location,540.0,12.9437687,77.616278,12.9437687,77.616278,bus,bus,0.0,0,0,559.854
SCTD-0072,1,location,545.135,12.9554274,77.6236936,12.9554274,77.6230389,bus,bus,1.525255,0,0,559.854
SCTD-0072,2,location,551.927,12.9670861,77.6309429,12.9670861,77.6297997,bus,bus,1.515822,1.658,0,559.854
SCTD-0072,3,location,557.062,12.9787448,77.637957,12.9787448,77.6365606,bus,bus,1.502755,0,0,559.854
SCTD-0072,4,location,562.197,12.9904035,77.6448049,12.9904035,77.6433215,bus,bus,1.493705,0,23.88,559.854
SCTD-0073,0,location,540.0,12.9577111,77.599741,12.9577111,77.599741,bus,bus,0.0,0,0,555.235
SCTD-0073,1,location,546.251,12.9624186,77.6096065,12.9624186,77.609114,bus,bus,1.190312,0,0,555.235
SCTD-0073,2,location,554.088,12.9671261,77.61924,12.9671261,77.618487,bus,bus,1.167778,1.586,0,555.235
SCTD-0073,3,location,560.339,12.9718335,77.6285455,12.9718335,77.62786,bus,bus,1.136105,0,0,555.235
SCTD-0073,4,location,566.59,12.976541,77.6376191,12.976541,77.6372329,bus,bus,1.113845,0,19.58,555.235
SCTD-0074,0,location,540.0,12.9361757,77.5936993,12.9361757,77.5936993,bus,bus,0.0,0,0,555.418
SCTD-0074,1,location,542.768,12.9448177,77.6003292,12.9448177,77.5996352,bus,bus,1.199854,0,0,555.418
SCTD-0074,2,location,546.0,12.9534596,77.6067093,12.9534596,77.6055712,bus,bus,1.18382,0.464,0,555.418
SCTD-0074,3,location,548.767,12.9621016,77.6127359,12.9621016,77.6115072,bus,bus,1.161852,0,0,555.418
SCTD-0074,4,location,551.535,12.9707435,77.6185125,12.9707435,77.6174432,bus,bus,1.146833,0,17.79,555.418
SCTD-0075,0,location,540.0,12.9317478,77.6130003,12.9317478,77.6130003,taxi,taxi,0.0,0,0,553.194
SCTD-0075,1,location,543.417,12.9450796,77.6147729,12.9450796,77.613683,taxi,taxi,1.494823,0,0,553.194
SCTD-0075,2,location,547.436,12.9584114,77.6161035,12.9584114,77.6143657,taxi,taxi,1.489425,0.602,0,553.194
SCTD-0075,3,location,550.853,12.9717432,77.616809,12.9717432,77.6150484,taxi,taxi,1.484399,0,0,553.194
SCTD-0075,4,location,554.27,12.985075,77.6170724,12.985075,77.6157311,taxi,taxi,1.482704,0,94.35,553.194
SCTD-0076,0,location,540.0,12.9167174,77.6218778,12.9167174,77.6218778,taxi,taxi,0.0,0,0,552.842
SCTD-0076,1,location,544.287,12.9270551,77.6307476,12.9270551,77.6299535,taxi,taxi,1.498482,0,0,552.842
SCTD-0076,2,location,551.272,12.9373927,77.6393892,12.9373927,77.6380293,taxi,taxi,1.482709,2.698,0,552.842
SCTD-0076,3,location,555.559,12.9477303,77.6477079,12.9477303,77.6461051,taxi,taxi,1.460836,0,0,552.842
SCTD-0076,4,location,559.846,12.958068,77.6557983,12.958068,77.6541808,taxi,taxi,1.445676,0,95.97,552.842
SCTD-0077,0,location,540.0,12.9070183,77.6080028,12.9070183,77.6080028,taxi,taxi,0.0,0,0,557.957
SCTD-0077,1,location,544.361,12.9247426,77.6126032,12.9247426,77.6120982,taxi,taxi,2.032942,0,0,557.957
SCTD-0077,2,location,550.311,12.9424669,77.6170137,12.9424669,77.6161936,taxi,taxi,2.027984,1.589,0,557.957
SCTD-0077,3,location,554.672,12.9601911,77.6211555,12.9601911,77.6202889,taxi,taxi,2.021312,0,0,557.957
SCTD-0077,4,location,559.032,12.9779154,77.6251073,12.9779154,77.6243843,taxi,taxi,2.016834,0,117.98,557.957
SCTD-0078,0,location,540.0,12.9243455,77.6193266,12.9243455,77.6193266,walk,walk,0.0,0,0,590.487
SCTD-0078,1,location,553.265,12.9334024,77.6203833,12.9334024,77.6200019,walk,walk,1.013582,0,0,590.487
SCTD-0078,2,location,569.203,12.9424594,77.6212929,12.9424594,77.6206773,walk,walk,1.011905,2.673,0,590.487
SCTD-0078,3,location,582.468,12.9515164,77.6219945,12.9515164,77.6213526,walk,walk,1.009958,0,0,590.487
SCTD-0078,4,location,595.733,12.9605734,77.6225489,12.9605734,77.622028,walk,walk,1.008883,0,0.0,590.487
SCTD-0079,0,location,540.0,12.9375028,77.6306327,12.9375028,77.6306327,walk,walk,0.0,0,0,652.851
SCTD-0079,1,location,572.787,12.9555987,77.6404261,12.9555987,77.640068,walk,walk,2.274905,0,0,652.851
SCTD-0079,2,location,605.758,12.9736945,77.6501061,12.9736945,77.6495033,walk,walk,2.269164,0.185,0,652.851
SCTD-0079,3,location,638.545,12.9917904,77.6596258,12.9917904,77.6589386,walk,walk,2.261149,0,0,652.851
SCTD-0079,4,location,671.331,13.0098863,77.669032,13.0098863,77.6683739,walk,walk,2.255536,0,0.0,652.851
SCTD-0080,0,location,540.0,12.911159,77.618046,12.911159,77.618046,bus,bus,0.0,0,0,561.586
SCTD-0080,1,location,545.072,12.9212988,77.6293515,12.9212988,77.6287659,bus,bus,1.665125,0,0,561.586
SCTD-0080,2,location,550.247,12.9314387,77.6405527,12.9314387,77.6394859,bus,bus,1.65679,0.103,0,561.586
SCTD-0080,3,location,555.32,12.9415785,77.6516064,12.9415785,77.6502058,bus,bus,1.645077,0,0,561.586
SCTD-0080,4,location,560.392,12.9517184,77.6625558,12.9517184,77.6609258,bus,bus,1.636829,0,28.02,561.586
SCTD-0081,0,location,540.0,12.9328808,77.5982542,12.9328808,77.5982542,taxi,taxi,0.0,0,0,549.293
SCTD-0081,1,location,543.062,12.9387439,77.6064105,12.9387439,77.605796,taxi,taxi,1.098344,0,0,549.293
SCTD-0081,2,location,548.408,12.944607,77.6142761,12.944607,77.6133378,taxi,taxi,1.07314,2.283,0,549.293
SCTD-0081,3,location,551.47,12.9504702,77.6217306,12.9504702,77.6208796,taxi,taxi,1.038092,0,0,549.293
SCTD-0081,4,location,554.532,12.9563333,77.6288944,12.9563333,77.6284214,taxi,taxi,1.013755,0,62.78,549.293
SCTD-0082,0,location,540.0,12.9609045,77.60542,12.9609045,77.60542,walk,walk,0.0,0,0,617.951
SCTD-0082,1,location,562.457,12.9703897,77.6167294,12.9703897,77.6160158,walk,walk,1.61686,0,0,617.951
SCTD-0082,2,location,585.832,12.9798749,77.6277653,12.9798749,77.6266115,walk,walk,1.594477,0.917,0,617.951
SCTD-0082,3,location,608.289,12.9893601,77.6384143,12.9893601,77.6372072,walk,walk,1.563249,0,0,617.951
SCTD-0082,4,location,630.747,12.9988453,77.6487897,12.9988453,77.647803,walk,walk,1.541466,0,0.0,617.951
SCTD-0083,0,location,540.0,12.9478572,77.6274755,12.9478572,77.6274755,bus,bus,0.0,0,0,543.402
SCTD-0083,1,location,540.767,12.9501248,77.6281408,12.9501248,77.6271171,bus,bus,0.262248,0,0,543.402
SCTD-0083,2,location,543.362,12.9523923,77.6283874,12.9523923,77.6267588,bus,bus,0.253555,1.828,0,543.402
SCTD-0083,3,location,544.129,12.9546599,77.6280419,12.9546599,77.6264004,bus,bus,0.254908,0,0,543.402
SCTD-0083,4,location,544.896,12.9569275,77.6272777,12.9569275,77.626042,bus,bus,0.265395,0,4.48,543.402
SCTD-0084,0,location,540.0,12.9210392,77.5826842,12.9210392,77.5826842,walk,walk,0.0,0,0,625.4
SCTD-0084,1,location,563.783,12.9327648,77.5933896,12.9327648,77.5928651,walk,walk,1.7453,0,0,625.4
SCTD-0084,2,location,588.122,12.9444904,77.6039755,12.9444904,77.6030461,walk,walk,1.736682,0.555,0,625.4
SCTD-0084,3,location,611.905,12.956216,77.6143923,12.956216,77.613227,walk,walk,1.7246,0,0,625.4
SCTD-0084,4,location,635.689,12.9679416,77.6246896,12.9679416,77.6234079,walk,walk,1.716115,0,0.0,625.4
SCTD-0085,0,location,540.0,12.9432374,77.5770896,12.9432374,77.5770896,bus,bus,0.0,0,0,559.505
SCTD-0085,1,location,546.449,12.9477973,77.5899947,12.9477973,77.5897522,bus,bus,1.487584,0,0,559.505
SCTD-0085,2,location,553.775,12.9523573,77.6027804,12.9523573,77.6024149,bus,bus,1.475407,0.877,0,559.505
SCTD-0085,3,location,560.224,12.9569172,77.6153972,12.9569172,77.6150775,bus,bus,1.458219,0,0,559.505
SCTD-0085,4,location,566.673,12.9614771,77.6278947,12.9614771,77.6277401,bus,bus,1.446074,0,21.5,559.505
SCTD-0086,0,location,540.0,12.9639399,77.6278515,12.9639399,77.6278515,taxi,taxi,0.0,0,0,546.367
SCTD-0086,1,location,542.355,12.9703295,77.6292929,12.9703295,77.628687,taxi,taxi,0.727458,0,0,546.367
SCTD-0086,2,location,545.933,12.9767191,77.6305489,12.9767191,77.6295225,taxi,taxi,0.723408,1.223,0,546.367
SCTD-0086,3,location,548.288,12.9831087,77.6315424,12.9831087,77.630358,taxi,taxi,0.718601,0,0,546.367
SCTD-0086,4,location,550.644,12.9894983,77.6323504,12.9894983,77.6311935,taxi,taxi,0.715865,0,48.69,546.367
SCTD-0087,0,location,540.0,12.9514811,77.6162164,12.9514811,77.6162164,taxi,taxi,0.0,0,0,554.788
SCTD-0087,1,location,544.071,12.9647918,77.6237153,12.9647918,77.6232277,taxi,taxi,1.688491,0,0,554.788
SCTD-0087,2,location,550.297,12.9781025,77.63102,12.9781025,77.630239,taxi,taxi,1.678437,2.155,0,554.788
SCTD-0087,3,location,554.367,12.9914132,77.6380497,12.9914132,77.6372504,taxi,taxi,1.664578,0,0,554.788
SCTD-0087,4,location,558.438,13.0047239,77.644885,13.0047239,77.6442617,taxi,taxi,1.655027,0,104.83,554.788
SCTD-0088,0,location,540.0,12.9544506,77.6059208,12.9544506,77.6059208,bus,bus,0.0,0,0,548.428
SCTD-0088,1,location,542.292,12.9544864,77.6123469,12.9544864,77.6117538,bus,bus,0.696378,0,0,548.428
SCTD-0088,2,location,545.748,12.9545223,77.6186291,12.9545223,77.6175868,bus,bus,0.680789,1.165,0,548.428
SCTD-0088,3,location,548.039,12.9545582,77.6247079,12.9545582,77.6234198,bus,bus,0.658743,0,0,548.428
SCTD-0088,4,location,550.331,12.954594,77.6306429,12.954594,77.6292528,bus,bus,0.643154,0,11.25,548.428
SCTD-0089,0,location,540.0,12.9381034,77.5902814,12.9381034,77.5902814,bus,bus,0.0,0,0,568.676
SCTD-0089,1,location,548.184,12.9503523,77.6066019,12.9503523,77.6056419,bus,bus,2.232303,0,0,568.676
SCTD-0089,2,location,558.306,12.9626011,77.622471,12.9626011,77.6210023,bus,bus,2.193683,1.937,0,568.676
SCTD-0089,3,location,566.49,12.97485,77.6377017,12.97485,77.6363628,bus,bus,2.139815,0,0,568.676
SCTD-0089,4,location,574.675,12.9870988,77.6524808,12.9870988,77.6517232,bus,bus,2.102248,0,37.9,568.676
SCTD-0090,0,location,540.0,12.9522643,77.6175488,12.9522643,77.6175488,bus,bus,0.0,0,0,556.1
SCTD-0090,1,location,545.576,12.9598764,77.6264651,12.9598764,77.6254964,bus,bus,1.284527,0,0,556.1
SCTD-0090,2,location,551.486,12.9674886,77.6349357,12.9674886,77.633444,bus,bus,1.248585,0.334,0,556.1
SCTD-0090,3,location,557.062,12.9751008,77.642776,12.9751008,77.6413916,bus,bus,1.199248,0,0,556.1
SCTD-0090,4,location,562.638,12.982713,77.6501705,12.982713,77.6493392,bus,bus,1.165512,0,18.55,556.1
SCTD-0091,0,location,540.0,12.9051054,77.6132045,12.9051054,77.6132045,walk,walk,0.0,0,0,630.29
SCTD-0091,1,location,561.996,12.9211807,77.6158076,12.9211807,77.6155718,walk,walk,1.809621,0,0,630.29
SCTD-0091,2,location,586.236,12.9372559,77.6183043,12.9372559,77.6179391,walk,walk,1.807855,2.244,0,630.29
SCTD-0091,3,location,608.233,12.9533312,77.6206503,12.9533312,77.6203064,walk,walk,1.805482,0,0,630.29
SCTD-0091,4,location,630.229,12.9694065,77.6228899,12.9694065,77.6226737,walk,walk,1.803891,0,0.0,630.29
SCTD-0092,0,location,540.0,12.9606291,77.5989118,12.9606291,77.5989118,bus,bus,0.0,0,0,548.977
SCTD-0092,1,location,543.749,12.9651398,77.6037174,12.9651398,77.6030568,bus,bus,0.723008,0,0,548.977
SCTD-0092,2,location,548.901,12.9696505,77.6082191,12.9696505,77.6072017,bus,bus,0.699662,1.403,0,548.977
SCTD-0092,3,location,552.65,12.9741612,77.6122912,12.9741612,77.6113466,bus,bus,0.668028,0,0,548.977
SCTD-0092,4,location,556.399,12.9786719,77.6160594,12.9786719,77.6154916,bus,bus,0.646748,0,11.18,548.977
SCTD-0093,0,location,540.0,12.9095514,77.6124229,12.9095514,77.6124229,walk,walk,0.0,0,0,624.224
